project_id,project_name,project_name_en,list_type,category,label_likely_relevant_rows,label_needs_review_rows,label_low_relevance_rows,youtube_collection_state_counts,youtube_three_page_lower_bound_rows,raw_unique_videos,raw_total_play,raw_median_play,raw_mean_play,raw_p75_play,raw_p90_play,raw_p95_play,raw_p99_play,raw_max_play,raw_videos_ge_1k,raw_videos_ge_10k,raw_videos_ge_100k,raw_videos_ge_1m,raw_zero_play_videos,raw_total_digg,raw_total_comment,raw_total_share,raw_max_digg,raw_max_comment,raw_max_share,raw_top_video_id,raw_top_video_url,raw_top_video_desc,likely_unique_videos,likely_total_play,likely_median_play,likely_mean_play,likely_p75_play,likely_p90_play,likely_p95_play,likely_p99_play,likely_max_play,likely_videos_ge_1k,likely_videos_ge_10k,likely_videos_ge_100k,likely_videos_ge_1m,likely_zero_play_videos,likely_total_digg,likely_total_comment,likely_total_share,likely_max_digg,likely_max_comment,likely_max_share,likely_top_video_id,likely_top_video_url,likely_top_video_desc,inclusive_unique_videos,inclusive_total_play,inclusive_median_play,inclusive_mean_play,inclusive_p75_play,inclusive_p90_play,inclusive_p95_play,inclusive_p99_play,inclusive_max_play,inclusive_videos_ge_1k,inclusive_videos_ge_10k,inclusive_videos_ge_100k,inclusive_videos_ge_1m,inclusive_zero_play_videos,inclusive_total_digg,inclusive_total_comment,inclusive_total_share,inclusive_max_digg,inclusive_max_comment,inclusive_max_share,inclusive_top_video_id,inclusive_top_video_url,inclusive_top_video_desc,low_unique_videos,low_total_play,low_median_play,low_mean_play,low_p75_play,low_p90_play,low_p95_play,low_p99_play,low_max_play,low_videos_ge_1k,low_videos_ge_10k,low_videos_ge_100k,low_videos_ge_1m,low_zero_play_videos,low_total_digg,low_total_comment,low_total_share,low_max_digg,low_max_comment,low_max_share,low_top_video_id,low_top_video_url,low_top_video_desc,likely_video_ratio,inclusive_video_ratio,low_relevance_video_ratio,likely_play_ratio,inclusive_play_ratio,low_relevance_play_ratio,reach_noise_risk,raw_reach_tier,raw_reach_score,likely_reach_tier,likely_reach_score,inclusive_reach_tier,inclusive_reach_score,reach_tier_changed_after_relevance_filter,raw_to_likely_tier_delta
35,中国篆刻,Art of Chinese seal engraving,RL,传统手工艺,48,2,0,"{""failed"": 50}",0,50,21046693,1608,420934,13340,62504,324342,10108648,14664327,26,16,5,2,0,377351,1229,0,221931,460,0,Ykv0Ulx6kNM,https://www.youtube.com/watch?v=Ykv0Ulx6kNM,The art of Chinese seal engraving#sculpture #art — ,48,20539666,1267,427910,11491,44345,115533,10294594,14664327,24,14,4,2,0,368727,894,0,221931,460,0,Ykv0Ulx6kNM,https://www.youtube.com/watch?v=Ykv0Ulx6kNM,The art of Chinese seal engraving#sculpture #art — ,50,21046693,1608,420934,13340,62504,324342,10108648,14664327,26,16,5,2,0,377351,1229,0,221931,460,0,Ykv0Ulx6kNM,https://www.youtube.com/watch?v=Ykv0Ulx6kNM,The art of Chinese seal engraving#sculpture #art — ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.96,1.0,0.0,0.9759,1.0,0.0,low,bottom_10pct_reach,6.003034,bottom_10pct_reach,5.834506,bottom_10pct_reach,6.003034,False,0
36,中国剪纸,Chinese paper-cut,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
37,中国传统木结构建筑营造技艺,Chinese traditional architectural craftsmanship for timber-framed structures,RL,传统手工艺/建筑,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
38,端午节,Dragon Boat festival,RL,节庆民俗,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
39,妈祖信俗,Mazu belief and customs,RL,民俗信仰,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
40,中国雕版印刷技艺,China engraved block printing technique,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
41,昆曲,Kun Qu opera,RL,表演艺术(戏曲),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
42,古琴艺术,Guqin and its music,RL,表演艺术(音乐),57,28,8,"{""failed"": 93}",0,93,277295322,207549,2981670,3101244,6837549,17576881,25670744,28695335,80,65,51,36,0,5528015,138719,0,559400,16531,0,IxM1tjTvFAc,https://www.youtube.com/watch?v=IxM1tjTvFAc,"【箏鼓和鳴】權御天下 Sun Quan The Emperor (Guzheng&Drum Ver.) — Godlike I go BOOOM!
Hope you enjoy this very Han Chinese styled music.
Original Song: 權御天下(洛天依) - https://youtu.be/LJms1CGHjn8

Credits:
Music: 乌龟sui
Guzheng/PV/Mixin",57,136242991,38643,2390228,2706654,5783722,17377841,21043296,25407736,46,34,25,20,0,2579623,64884,0,472887,16531,0,gf6v59c5yuY,https://www.youtube.com/watch?v=gf6v59c5yuY,"The Eagles - Hotel California - Reimagined on the Traditional Chinese Guzheng | Moyun — This time I will bring you a fun loop form! Different from the previous multi-part ensemble, it is possible to complete a piece of m",85,252546574,119520,2971136,3318750,6781866,17508515,25933752,28695335,72,57,44,32,0,5091781,128280,0,559400,16531,0,IxM1tjTvFAc,https://www.youtube.com/watch?v=IxM1tjTvFAc,"【箏鼓和鳴】權御天下 Sun Quan The Emperor (Guzheng&Drum Ver.) — Godlike I go BOOOM!
Hope you enjoy this very Han Chinese styled music.
Original Song: 權御天下(洛天依) - https://youtu.be/LJms1CGHjn8

Credits:
Music: 乌龟sui
Guzheng/PV/Mixin",8,24748748,1069878,3093594,1752894,6908840,12548130,17059561,18187419,8,8,7,4,0,436234,10439,0,260826,7880,0,GwyXQO0tSW4,https://www.youtube.com/watch?v=GwyXQO0tSW4,"Relaxing With Chinese Bamboo Flute, Guzheng, Erhu | Instrumental Music Collection — The best music of the channel, please check it out for more details
https://www.youtube.com/watch?v=acUTQLODdxs

♫ Spotify: https://spot",0.6129,0.914,0.086,0.4913,0.9107,0.0893,low,middle_40_70pct_reach,7.153922,high_20_40pct_reach,7.003499,high_20_40pct_reach,7.13284,True,1
43,新疆维吾尔木卡姆艺术,Uyghur Muqam of Xinjiang,RL,表演艺术(音乐),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
44,蒙古族长调民歌,"Urtiin Duu, traditional folk long song",RL,表演艺术(音乐),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
